target,ecoli_strain,ncbi_taxid
Rha(a1-6)Glc(a1-4)[GlcNAc(b1-3)]Gal(a1-3)[Glc(a1-6)]GlcNAc(a1-2)Rha,O18A1/TD2158,1095706
Rha(a1-6)Glc(a1-4)[Glc(b1-3)]Gal(a1-3)[Glc(a1-6)]GlcNAc(a1-2)Rha,O18A2/TD2158,1095706
Glc(a1-4)[GlcNAc(b1-3)]Gal(a1-3)GlcNAc(a1-3)Rha(a1-6)Glc,O18B,1095706
Glc(a1-4)[Glc(b1-3)]Gal(a1-3)GlcNAc(a1-3)Rha(a1-6)Glc,O18B,1095706
Rha(1-6)Glc(a1-4)[Glc(b1-3)]Gal(a1-3)GlcNAc(a1-3)Rha,O18B,1095706
Glc(a1-4)[GlcNAc(b1-3)]Gal(a1-3)[Glc(a1-6)]GlcNAc(a1-3)Rha(a1-6)Glc,O18B1,1095706
Glc(a1-4)[Glc(b1-3)]Gal(a1-3)[Glc(a1-4)]GlcNAc(a1-3)Rha(a1-6)Glc,O18B1,1095706
Rha(1-6)Glc(a1-4)[Glc(b1-3)]Gal(a1-3)[Glc(a1-4)]GlcNAc(a1-3)Rha,O18B1,1095706
Glc(a1-4)[GlcNAc(b1-3)]Gal(a1-3)GlcNAc(a1-2)Rha(a1-6)Glc,O18ac,1095706
Rha(a1-4)[GlcNAc(b1-3)]Gal(a1-6)Glc(a1-3)GlcNAc(a1-2)Rha,O18ac,1095706
Rha(a1-6)Glc(a1-4)[GlcNAc(b1-3)]Gal(a1-3)GlcNAc(a1-2)Rha,O18ac,1095706
Rha(a1-2)Rha(a1-2)Rha(a1-2)Glc(a1-3)GlcNAcOAc(a1-2)Rha,O19ab,562
Rha(a1-2)Rha(a1-2)Rha(a1-2)Glc(a1-3)GlcNAc(a1-2)Rha,O19ab,562
Glc(a1-3)GlcNAc(a1-2)Rha(a1-2)Rha(a1-2)Rha,O19ab,562
[ManNAc(b1-2)]Rha(a1-3)Rha(a1-3)Rha(b1-4)GlcNAc(b1-3)Rha,O1A,562
GlcNAc(b1-3)[ManNAc(b1-2)]Rha(a1-3)Rha(a1-3)Rha(b1-4)GlcNAc,O1A,562
ManNAc(b1-2)Rha(a1-2)Rha(a1-3)Glc(a1-3)GlcNAc,O1A,562
ManNAc(b1-2)Rha(a1-2)Rha(a1-2)Gal(a1-3)GlcNAc,O1A,562
ManNAc(b1-2)Rha(a1-3)Rha(a1-3)Rha(b1-4)GlcNAcOP,O1A,562
Rha(a1-3)Rha(b1-4)GlcNAc(b1-3)[ManNAc(b1-2)]Rha(a1-3)Rha,O1A1,562
[ManNAc(b1-2)]Rha(a1-3)Rha(a1-3)Rha(b1-4)GlcNAc(b1-3)Rha,O1A1,562
GlcNAc(b1-3)[ManNAc(b1-2)]Rha(a1-2)Rha(a1-2)Gal(a1-3)GlcNAc,O1B,562
ManNAc(b1-2)Rha(a1-2)Rha(a1-3)Glc(a1-3)GlcNAc,O1B,562
ManNAc(b1-2)Rha(a1-2)Rha(a1-2)Gal(a1-3)GlcNAc,O1B,562
Rha(a1-2)Gal(a1-3)GlcNAc(b1-3)[ManNAc(b1-2)]Rha(a1-2)Rha,O1B,562
[ManNAc(b1-2)]Rha(a1-2)Rha(a1-2)Gal(a1-3)GlcNAc(b1-3)Rha,O1B,562
ManNAc(b1-2)Rha(a1-2)Rha(a1-2)Gal(a1-3)GlcNAcOP,O1B,562
GlcNAc(b1-3)[ManNAc(b1-2)]Rha(a1-2)Rha(a1-3)Gal(a1-3)GlcNAc,O1C,562
ManNAc(b1-2)Rha(a1-2)Rha(a1-3)Glc(a1-3)GlcNAc,O1C,562
ManNAc(b1-2)Rha(a1-2)Rha(a1-2)Gal(a1-3)GlcNAc,O1C,562
Rha(a1-3)Gal(a1-3)GlcNAc(b1-3)[ManNAc(b1-2)]Rha(a1-2)Rha,O1C,562
[ManNAc(b1-2)]Rha(a1-2)Rha(a1-3)Gal(a1-3)GlcNAc(b1-3)Rha,O1C,562
GlcNAc(b1-3)[D-FucNAc(a1-2)]Rha(a1-2)Rha(a1-3)Rha(b1-4)GlcNAc,O2,2067429
[D-FucNAc(a1-2)]Rha(a1-2)Rha(a1-3)Rha(b1-4)GlcNAc(b1-3)Rha,O2,2067429
D-FucNAc(a1-2)Rha(a1-2)Rha(a1-3)Rha(b1-4)GlcNAcOP,O2,2067429
[D-FucNAc(a1-2)]Rha(a1-2)Rha(a1-3)Rha(b1-4)GlcNAc(b1-3)Rha,O2/M-17,2067429
Gal(a1-2)Ribf(b1-4)Gal(a1-2)Rib,O20,562
Gal(a1-2)Ribf(b1-4)[Gal(a1-3)]Gal(a1-2)Rib,O20,562
Ribf(b1-4)Gal(a1-2)Ribf,O20ab,1010801
Ribf(b1-4)[Gal(a1-3)]Gal(a1-2)Ribf,O20ac,1010801
[Gal(b1-4)]Gal(b1-4)[GlcNAc(b1-2)]Glc(b1-3)GalNAc(b1-3)Gal,O21,562
Glc(a1-4)GlcA(b1-4)GalNAcOAc(b1-3)Gal(a1-3)GalNAc(b1-6)Glc,O22,562
[GlcNAc(b1-3)]Glc(a1-4)Gal(b1-3)GalNAc(a1-3)[GlcNAc(a1-6)]GlcNAc(b1-6)Glc,O23,1095708
Glc(a1-4)[GlcNAc(b1-3)]Gal(b1-3)GalNAc(a1-3)[Glc(a1-6)]GlcNAc(b1-6)Glc,O23,1095708
Gal(b1-3)GalNAc(a1-3)GlcNAcGro,O23,1095708
Glc(a1-4)[GlcNAc(b1-3)]Gal(b1-3)GalNAc(a1-3)[Glc(a1-6)]GlcNAc(b1-6)Glc,O23A,1095708
NeuNAc(a2-3)[Glc(a1-2)]Glc(b1-3)GalNAc(b1-7)NeuNAc,O24,562
Glc(b1-3)GalNAc(b1-7)NeuNAc,O24,562
GalNAc(b1-4)Gal(b1-4)[Neu(a2-3)]GalNAc(b1-3)Gal(b1-3)GalNAc-ol,O24,562
NeuNAc(a2-3)[Glc(a1-2)]Glc(b1-3)GalNAc(b1-7)NeuNAc,O24,562
FucNAc(a1-3)GlcNAc(b1-4)[Rha(a1-3)][Glc(b1-6)]Glc(a1-3)FucNAc,O25,1095709
[Rha(a1-3)][Glc(b1-6)]Glc(a1-3)FucNAc(a1-3)GlcNAc(b1-4)Glc,O25,1095709
[Rha(a1-3)][Glc(b1-6)]Glc(a1-3)FucNAc(a1-3)GlcNAc(b1-4)Glc,O25a,1095709
[Rha(a1-3)][Glc(b1-6)]Glc(a1-3)FucNAc(a1-3)GlcNAc(b1-4)Glc,O25b,1095709
[Rha(a1-3)][Glc(b1-6)]Glc(a1-3)FucNAc(a1-3)GlcNAc(b1-4)Glc,O25b:H4-ST131/EC958,941322
Rha(a1-4)FucNAc(a1-3)GlcNAc(b1-3)Rha,O26,404399
Rha(a1-4)FucNAc(a1-3)GlcNAc(b1-3)Rha,O26:H11,404399
[Glc(b1-2)][GlcA(b1-3)]Gal(a1-6)Glc(b1-3)[Glc(b1-6)]GalNAc(b1-4)Gal,O27/E1020-72,1095710
[Glc(b1-2)][GlcOAcA(b1-3)]Gal(a1-6)Glc(b1-3)[Glc(b1-6)]GalNAc(b1-4)Gal,O27/E1020-72,1095710
GlcNAc(b1-3)GalfOAc(b1-3)GlcNAcOPGro(a1-4)GlcNAc,O28,562
GlcNAc(b1-3)Galf(b1-3)GlcNAcOPGro(a1-4)GlcNAc,O28,562
GlcNAc(b1-3)Galf(b1-3)GlcNAcGro,O28,562
GlcOPGro(b1-4)GlcNAc(b1-3)GlcNAc(a1-3)GlcOPGro,O28ab/G1473,562
GlcNAc(b1-3)GlcNAc(a1-3)GlcGro,O28ab/G1473,562
GlcNAc(b1-3)Galf(b1-3)GlcNAcOPGro(a1-4)GlcNAc,O28ac,562
GlcNAc(b1-3)GalfOAc(b1-3)GlcNAcOPGro(a1-4)GlcNAc,O28ac,562
Glc(b1-4)[Glc(a1-6)Gal(a1-3)]FucNAc(a1-3)GlcNAcOPGro(b1-6)Glc,O29,1095711
Glc(a1-6)Gal(a1-3)[Glc(b1-4)]FucNAc(a1-3)GlcNAcGro,O29,1095711
[RhaNAc(b1-4)]GlcNAc(b1-3)[Glc(a1-4)]Gal(a1-3)GlcNAc(b1-3)GlcNAc,O3,562
GlcA(b1-4)[GlcNAc(b1-2)]GlcA(b1-3)GlcNAc(a1-4)GlcA,O30,562
Gal(a1-4)GlcA(b1-6)Gal(b1-4)Gal(b1-4)GlcNAc(b1-6)Gal,O32/G1264,562
Gal(a1-4)GlcA(b1-6)Gal(b1-4)GalOAc(b1-4)GlcNAc(b1-6)Gal,O32/G1264,562
GalOPGro(b1-4)GlcNAc(b1-3)Gal(b1-3)GalNAc(b1-2)GalOPGro,O33/SSIE40,562
Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GalNAc(b1-2)Gal,O33/SSIE40,562
GalNAc(a1-2)[GlcNAc(b1-3)]RhaOMe,O35,562
GalNAcA(a1-2)[GlcNAc(b1-3)]RhaOMe,O35,562
[GalNAcAN(a1-2)]Rha(a1-2)Rha(a1-3)Rha(a1-2)Rha(a1-3)GlcNAc(b1-3)Rha,O35,562
[Rha(a1-2)Fuc(a1-3)]Man(a1-3)Fuc(a1-3)GlcNAc(b1-4)Man,O36,562
Man(a1-3)Fuc(a1-3)GlcNAc(b1-4)Man,O36,562
GalNAcOPGro(b1-3)Gal(a1-4)Gal(b1-3)GalNAc(b1-4)GalNAcOPGro,O37/G1241,562
GlcNAc(b1-3)[GlcNAc(a1-4)]GalNAc(b1-4)GlcA(b1-3)GalNAc(b1-6)GlcNAc,O38/G1648,562
QuiNBut(b1-2)[Gal(a1-3)]Man(a1-4)Rha(a1-3)GlcNAc(a1-3)QuiNBut,O39,562
GlcNAc(a1-3)QuiNBut(b1-2)[Gal(a1-3)]Man(a1-4)Rha,O39,562
GlcNAc(a1-3)QuiNBut(b1-2)Man(a1-3)1dEry-ol,O39,562
[Glc(a1-3)]Rha(a1-6)Glc(a1-3)FucNAc(a1-3)GlcNAc(b1-2)Rha,O4,562
GlcNAc(b1-2)[Glc(a1-3)]Rha(a1-6)Glc(a1-3)FucNAc(a1-3)GlcNAc,O4,562
FucNAc(a1-3)[Glc(a1-6)]GlcNAc(a1-2)Galf(b1-6)Glc(a1-3)FucNAc,O4,562
FucNAc(a1-3)[Glc(a1-6)]GlcNAc(a1-2)Rha(a1-6)Glc(a1-3)FucNAc,O4,562
Galf(b1-6)Glc(a1-3)FucNAc(a1-3)[Glc(a1-6)]GlcNAc(a1-2)Galf,O4,562
Gal(b1-4)Man(b1-4)Gal(a1-3)GlcNAc(b1-2)Gal,O40,562
Gal(a1-3)[GlcA(b1-4)]Fuc(a1-4)GlcNAc(b1-3)Fuc(a1-3)GlcNAc(b1-3)Gal,O41,562
[Glc(a1-3)]GlcNAc(b1-3)GalfOAc(b1-3)GlcNAcOPGro(a1-4)GlcNAc,O42,216592
[Glc(a1-3)]GlcNAc(b1-3)GalfOAc(b1-3)GlcNAcOPGro(a1-4)GlcNAc,O42:K-:H37/CCUG11348,562
[Glc(a1-3)]GlcNAc(b1-3)Galf(b1-3)GlcNAcOPGro(a1-4)GlcNAc,O42:K-:H37/CCUG11348,562
[Fuc(a1-3)]ManOAc(b1-3)Man(a1-3)Fuc(a1-3)GalNAc(b1-4)ManOAc,O43,562
[Fuc(a1-3)]Man(b1-3)Man(a1-3)Fuc(a1-3)GalNAc(b1-4)ManOAc,O43,562
Man(b1-3)Man(a1-3)Fuc(a1-3)GalNAc(b1-4)ManOAc,O43,562
Man(b1-3)Man(a1-3)Fuc,O43,562
Man(a1-2)Man(a1-2)[Glc(a1-4)]Man(b1-3)GlcNAc(a1-6)Man,O44,1010800
Man(a1-2)Man(a1-2)[Glc(a1-4)]Man(b1-3)GlcNAc(a1-6)Man,O44:H18,562
Glc(b1-3)6dTalOAc(a1-3)D-FucNAc(a1-2)Glc,O45,562
Glc(b1-3)6dTalOAc(a1-3)GlcNAc(b1-2)Glc,O45,562
Glc(b1-3)6dTal(a1-3)D-FucNAc(a1-2)Glc,O45,562
Glc(b1-3)6dTal(a1-3)GlcNAc(b1-2)Glc,O45,562
Glc(b1-3)6dTalOAc(a1-3)GlcNAc(b1-2)Glc,O45rel,562
GlcAThr(b1-6)Gal(b1-6)Glc(b1-3)GalNAc(b1-4)GlcAThr,O46/G3214,562
GlcAThrAc(b1-6)Gal(b1-6)Glc(b1-3)GalNAcOAc(b1-4)GlcAThrAc,O46/G3214,562
GlcNAc(b1-4)[GalOAcA(a1-3)]GalNAc(b1-3)Gal(a1-4)Rha(a1-3)GlcNAc,O48:H21,562
GlcNAc(b1-4)GalNAc(b1-3)Gal(a1-3)1dEry-ol,O48:H21,562
QuiNBut(a1-4)GalNAc(b1-4)Rha(a1-3)GlcNAcOAc(b1-2)QuiNBut,O49,562
Glc(a1-3)FucNAc(a1-3)GlcNAc(b1-2)Rha(a1-6)Glc,O4:K52,562
Rha(a1-6)Glc(a1-3)FucNAc(a1-3)GlcNAc(b1-2)Rha,O4:K52,562
GlcNAc(b1-2)[Glc(a1-3)]Rha(a1-6)Glc(a1-3)FucNAc(a1-3)GlcNAc,O4:K6,562
[Glc(a1-3)]Rha(a1-6)Glc(a1-3)FucNAc(a1-3)GlcNAc(b1-2)Rha,O4:K6,562
QuiNAc(b1-3)Ribf(b1-4)Gal(b1-3)GalNAc(a1-4)QuiNAc,O5,1010795
GalNAc(a1-4)QuiNAc(b1-3)Ribf(b1-2)Thre-ol,O5,1010795
NeuNAcOAc(a2-3)Gal(b1-3)GalNAc,O5,1010795
Rha(a1-2)Rha(a1-3)Rha(b1-4)GlcNAc(b1-3)Rha,O50,1963785
[GlcNAc(b1-2)]Rha(a1-2)Rha(a1-4)Glc(a1-3)GalNAc(b1-3)Rha,O51,562
GlcNAc(b1-2)Rha(a1-2)Rha(a1-4)Glc(a1-3)GalNAc,O51,562
D-FucfOAc(b1-3)D-6dManHep(b1-3)D-FucfOAc,O52,562
D-Fucf(b1-3)D-6dManHep(b1-3)D-Fucf,O52,562
D-Fucf(b1-3)D-6dManHepOAc(b1-3)D-Fucf,O52,562
[Glc(a1-2)]Rha(a1-4)GlcA(b1-3)Rha(b1-4)GlcNAc(b1-3)Rha,O53/G1067,562
GalA(a1-2)Rha(a1-2)Ribf(b1-4)Gal(b1-3)GlcNAc(b1-4)GalA,O54,2184075
Gal(b1-3)GlcNAc(b1-4)GalA(a1-2)Rha(a1-2)Rib,O54,2184075
GalA(a1-2)Rha(a1-2)Rib,O54,2184075
[Col(a1-2)Gal(b1-3)]GlcNAc(b1-3)Gal(a1-3)GalNAc(b1-6)GlcNAc,O55,2170726
Gal(a1-3)GalNAc(b1-6)[Col(a1-2)Gal(b1-3)]GlcNAc(b1-3)Gal,O55,2170726
[Col(a1-2)Gal(b1-3)]GlcNAc(b1-3)Gal(a1-3)GalNAc(b1-6)GlcNAc,O55/Su3912/41,2170726
Gal(a1-3)GalNAc(b1-6)[Col(a1-2)Gal(b1-3)]GlcNAc,O55:B5,2170726
[Col(a1-2)Gal(b1-3)]GlcNAc(b1-3)Gal(a1-3)GalNAc(b1-6)GlcNAc,O55:B5,2170726
Glc(a1-2)Glc(a1-2)[GlcN(a1-3)]Gal(a1-3)Glc(a1-3)[Glc(a1-7)LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOPPEtn(a1-5)[Kdo(a2-4)]Kdo,O55:B5,2170726
[Col(a1-2)Gal(b1-3)]GlcNAc(b1-3)Gal(a1-3)GalNAc(b1-6)GlcNAc,O55:H7,244320
NeuNAc(a2-3)[Gal(a1-2)]Glc(b1-3)GlcNAc(b1-7)NeuNAc,O56,562
Glc(b1-3)GlcNAc(b1-7)NeuNAc,O56,562
Glc(b1-3)GlcNAc(b1-7)NeuNAc(a2-3)Glc(b1-3)GlcNAc(b1-7)NeuNAc,O56,562
Gal(a1-2)Glc(b1-3)GlcNAc(b1-7)NeuNAc,O56,562
Gal(a1-2)Glc(b1-3)GlcNAc(b1-7)NeuNAc(a2-3)[Gal(a1-2)]Glc(b1-3)GlcNAc(b1-7)NeuNAc,O56,562
[GalOAcA(a1-2)]Gal(a1-3)[Glc(b1-4)]FucNAc(a1-3)GlcNAc(a1-3)Gal,O57,562
[GalA(a1-2)]Gal(a1-3)[Glc(b1-4)]FucNAc(a1-3)GlcNAc(a1-3)Gal,O57,562
Gal(a1-3)FucNAc(a1-3)GlcNAc(a1-3)Gal,O57,562
GalOAcA(a1-2)[GlcNAc(a1-3)]Gal(a1-3)[Glc(b1-4)]FucNAc,O57,562
GalA(a1-2)[GlcNAc(a1-3)]Gal(a1-3)[Glc(b1-4)]FucNAc,O57,562
[RhaOAcOLac(a1-3)]Man(b1-4)Man(a1-3)GlcNAc(b1-4)Man,O58,562
RhaOLac(a1-3)[GlcNAc(b1-4)]Man(a1-3)Ery-ol,O58,562
[RhaOLac(a1-3)]Man(a1-4)ManOAc(a1-3)GlcNAc(b1-4)Man,O58,562
[GalOAcA(a1-3)]Man(a1-3)Man(a1-3)Man(b1-3)GlcNAc(a1-6)Man,O59/CCUG11362,562
[GalA(a1-3)]Man(a1-3)Man(a1-3)Man(b1-3)GlcNAc(a1-6)Man,O59/CCUG11362,562
QuiNAc(b1-3)Ribf(b1-4)Gal(b1-3)GalNAc(a1-4)QuiNAc,O5ab,1010795
QuiNAc(b1-3)Ribf(b1-4)Gal(b1-3)GalNAc(a1-2)QuiNAc,O5ac,562
QuiNAc(b1-3)Ribf(b1-4)Gal(b1-3)GalNAc(a1-2)QuiNAc,O5ac/180/C3,562
Glc(b1-2)[GalNAc(a1-3)]Man(b1-4)Man(b1-3)GlcNAc(b1-3)Glc(a1-3)[Gal(a1-2)Gal(a1-2)]Glc(a1-3)Glc(a1-3)[LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOPPEtn(a1-5)[Kdo(a2-4)]Kdo,O6,217992
GlcNAc(a1-4)GalNAc(a1-3)[Glc(b1-2)]Man(b1-4)Man(b1-3)GlcNAc,O6,217992
GalNAc(a1-3)[Glc(b1-2)]Man(b1-4)Man(b1-3)GlcNAc(a1-4)GalNAc,O6,217992
Glc(b1-2)[GalNAc(a1-3)]Man(b1-4)Man(b1-3)GlcNAc(b1-3)Glc(a1-3)[Gal(a1-2)Gal(a1-2)]Glc(a1-3)Glc(a1-3)[LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)]Kdo,O6,217992
Glc(b1-2)[GalNAc(a1-3)]Man(b1-4)Man(b1-3)GlcNAc(a1-4)GalNAc(a1-3)[Glc(b1-2)]Man(b1-4)Man(b1-3)GlcNAc(b1-3)Glc(b1-3)[Gal(a1-2)Gal(a1-2)]Glc(a1-3)Glc(a1-3)[LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)]Kdo,O6,217992
Rha(a1-2)[Gal(a1-3)]Rha(a1-4)Gal(b1-2)Rha,O60,562
8eLegNAcNAc(a2-4)Glc(b1-3)GalNAc(a1-4)8eLegNAcNAc,O61,562
[Glc(a1-2)]Galf(b1-5)[Glc(a1-2)]Galf(b1-3)Galf(b1-5)Galf,O62/G1290,562
QuiNAc(b1-3)Rha(a1-3)[Gal(a1-6)]Gal(b1-3)D-FucNAc(a1-2)QuiNAc,O62D1,562
QuiNThrAc(b1-2)Ribf(b1-4)Gal(b1-3)GlcNAc(a1-2)QuiNThrAc,O63:K-:H-/CCUG11366,562
ManNAc(a1-3)GlcA(b1-3)[Gal(b1-6)]Gal(b1-3)GlcNAc(b1-3)ManNAc,O64,562
QuiNAc(b1-4)GalAN(a1-4)GalNAc(a1-4)GalA(b1-3)GlcNAc(a1-2)QuiNAc,O65,562
QuiNAc(b1-4)GalAN(a1-4)GalNAc(a1-4)GalA(b1-3)GlcNAc(a1-2)QuiNAc,O65/NRCC4926,562
L-4dThrHexA4en(b1-4)GalNAc(a1-4)GalA(b1-3)GlcNAc(a1-2)QuiNAc-ol,O65/NRCC4926,562
Man(b1-3)GlcNAc(a1-2)GlcOAc(b1-3)6dTal(a1-3)GlcNAc(a1-2)Man,O66,562
Man(b1-3)GlcNAc(a1-2)Glc(b1-3)6dTal(a1-3)GlcNAc(a1-2)Man,O66,562
[Rha(a1-3)]Man(a1-2)[Glc(a1-3)]Man(a1-2)Man(a1-2)Man(b1-3)GlcNAc(a1-6)Man,O68,562
Man(a1-2)[Glc(a1-3)]Man(a1-2)Man(a1-2)Man(b1-3)GlcNAc(a1-6)Man,O68,562
GlcNAc(b1-2)Rha(a1-2)Rha(a1-2)Gal(a1-3)GlcNAc,O69,562
Rha(a1-2)Rha(a1-2)Gal(a1-3)GlcNAc(b1-2)Rha,O69,562
GlcNAcOLac(b1-2)Rha(a1-2)Rha(a1-2)Gal(a1-3)GlcNAc(b1-3)GlcNAcOLac,O69/G1682,562
GlcNAcOAcOLac(b1-2)Rha(a1-2)Rha(a1-2)Gal(a1-3)GlcNAc(b1-3)GlcNAcOAcOLac,O69/G1682,562
GalNAc(a1-3)[Glc(b1-2)]Man(b1-4)Man(b1-3)GlcNAc(a1-4)GalNAc,O6:K13,217992
Ribf(b1-7)KdoOAc(b2-3)Ribf,O6:K13/F2677,217992
GalNAc(a1-3)[Glc(b1-2)]Man(b1-4)Man(b1-3)GlcNAc(a1-4)GalNAc,O6:K15,217992
GalNAc(a1-3)[Glc(b1-2)]Man(b1-4)Man(b1-3)GlcNAc(a1-4)GalNAc,O6:K2,217992
GalOPGro(a1-4)GalOPGro(a1-5)GalfOPGro(a1-5)GalfGro,O6:K2ac:H1/Bi7458/41,562
GalNAc(a1-3)[GlcNAc(b1-2)]Man(b1-4)Man(b1-3)GlcNAc(a1-4)GalNAc,O6:K54,217992
GlcA(b1-3)Rha(a1-3)GlcA,O6:K54:H10/E10,562
GlcASer(b1-3)Rha(a1-3)GlcASer,O6:K54:H10/E10,562
GlcAThr(b1-3)Rha(a1-3)GlcAThr,O6:K54:H10/E10,562
GalNAc(a1-3)[Glc(b1-2)]Man(b1-4)Man(b1-3)GlcNAc(a1-4)GalNAc,O6A,217992
QuiNAc(b1-2)[Rha(a1-3)]Man(a1-4)Gal(b1-3)GlcNAc(a1-3)QuiNAc,O7,2162916
GlcNAc(a1-3)QuiNAcN(b1-2)[Rha(a1-3)]Man(a1-4)Gal(b1-3)GlcNAc,O7,2162916
QuiNAc(b1-4)[Rha(a1-3)]Man(a1-4)Gal(b1-3)GlcNAc(a1-3)QuiNAc,O7,2162916
QuiNAc(b1-2)[Rha(a1-3)]Man(a1-4)Gal(b1-3)GlcNAc(a1-3)QuiNAc,O7/VW187,2162916
Gal(b1-3)[Glc(a1-4)]GalNAc(a1-4)QuiNAc(b1-3)D-Fuc(a1-3)Gal,O70/NRCC4927,562
Gal(b1-3)GalNAc(a1-4)QuiNAc(b1-3)D-Fuc(a1-3)Gal,O70/NRCC4927,562
QuiNAc(a1-3)Rha(a1-4)Gal(b1-3)GalNAc(a1-4)QuiNAc,O71,562
QuiNAc(a1-3)RhaOAc(a1-4)GalOAc(b1-3)GalNAc(a1-4)QuiNAc,O71,562
QuiNAc(a1-3)Rha(a1-4)GalOAc(b1-3)GalNAc(a1-4)QuiNAc,O71,562
QuiNAc(a1-3)Rha(a1-4)GalOAc(b1-3)GalNAc(a1-4)QuiNAc,O71:H12,562
QuiNAc(a1-3)Rha(a1-4)Gal(b1-3)GalNAc(a1-4)QuiNAc,O71:H12,562
GalNAc(a1-4)QuiNAc(a1-3)Rha(a1-2)Thre-ol,O71:H12,562
Man(a1-2)[Glc(a1-4)]Man(a1-2)[Glc(a1-3)]Man(b1-3)GlcNAc(a1-6)Man,O73,562
Man(a1-2)Man(a1-2)[Glc(a1-3)]Man(b1-3)GalNAc(a1-4)Man,O73-1,562
GalNAc(a1-4)Man(a1-2)Man(a1-2)[Glc(a1-3)]Man(b1-3)GalNAc,O73-1,562
[Glc(a1-3)]Man(b1-3)GalNAc(a1-4)Man(a1-2)Man(a1-2)Man,O73-1,562
Man(a1-2)Man(a1-2)[Glc(b1-3)]Man(b1-3)GalNAc(a1-4)Man,O73-1,562
[D-FucNAc(b1-3)]GlcNAc(a1-4)GalA(b1-3)GlcNAc(b1-6)GlcNAc,O74,562
GlcNAc(b1-3)[Man(b1-4)]Gal(a1-4)Rha(a1-3)GlcNAc,O75,752788
Man(b1-4)Gal(a1-3)Rha-ol,O75,752788
"Man(b1-4)Gal(a1-3)Rha(a1-3)2,5-Anhydro-Man-ol",O75,752788
[Man(b1-4)]Gal(a1-4)Rha(a1-3)GlcNAc(b1-3)Gal,O75,752788
Rha(a1-3)GlcNAc(b1-3)[Man(b1-4)]Gal,O75,752788
Rha(a1-3)GlcNAc(a1-3)[Man(b1-4)]Gal,O75,752788
GlcA(b1-4)GalNAcOAc(b1-4)GalNAc(a1-3)GalNAc(b1-4)GlcA,O76,562
GlcA(b1-4)GalNAc(b1-4)GalNAc(a1-3)GalNAc(b1-4)GlcA,O76,562
Man(a1-2)Man(a1-2)Man(b1-3)GlcNAc(a1-6)Man,O77,1010800
GlcA(b1-3)Rha(a1-3)GlcA,O77:K96:H-/A12b,562
GlcNAc(b1-4)GlcNAc(b1-4)Man(b1-4)Man(a1-3)GlcNAc,O78,562
Man(b1-4)Man(a1-3)GlcNAc(b1-4)GlcNAc(b1-4)Man,O78,562
Gal(b1-4)[Rha(a1-3)]ManOAc(b1-3)Man(b1-4)GlcA(b1-3)GlcNAc(b1-2)Gal,O79/G4218,562
QuiNAc(b1-2)[Rha(a1-3)]Man(a1-4)Gal(b1-3)GlcNAc(a1-3)QuiNAc,O7:K1,2162916
QuiNAc(b1-2)D-Rha(a1-3)Man(a1-4)Gal(b1-3)GlcNAc(a1-3)QuiNAc,O7:K1,2162916
QuiNAc(b1-2)[Rha(a1-3)]Man(a1-4)Gal(b1-3)GlcNAc(a1-3)QuiNAc,O7:K1/VW187,2162916
Rha(a1-3)[GlcA(b1-2)]Rha(a1-2)Rha(a1-3)Rha,O7:K98:H6,2162916
Glc(b1-2)[Rha(a1-3)]Rha(a1-2)Rha(a1-3)[Glc(b1-2)]Rha,O7:K98:H6,2162916
Glc(b1-2)[Rha(a1-3)]Rha(a1-2)Rha,O7:K98:H6,2162916
RhaOAc(a1-3)[GlcA(b1-2)]Rha(a1-2)Rha(a1-3)RhaOAc,O7:K98:H6,2162916
Man(a1-3)Man(a1-3)GlcNAc,O8,1010796
Man(b1-2)Man(a1-2)Man(a1-3)Man,O8,1010796
Man(a1-2)Man(a1-3)Man(b1-2)Man,O8,1010796
Man(b1-2)Man(a1-2)ManOMe,O8,1010796
Man(b1-2)Man(a1-2)Man(a1-3)Man,O8/F492,562
Man(b1-2)Man(a1-2)Man,O8/F492,562
ManOMe(a1-3)Man(b1-2)Man(a1-2)Man(a1-3)Man(b1-2)Man(a1-2)Man-ol,O8/F492,562
[Fuc(a1-2)]Glc(b1-3)GalNAc(b1-4)GlcA(b1-3)[Fuc(a1-4)]GlcNAc(b1-6)Glc,O80,562
GalNAc(b1-4)GlcA(b1-3)GlcNAcGro,O80,562
GlcNAc(b1-4)GalNAcOPGro(b1-4)[Gal(a1-6)]Glc(b1-3)GalNAc,O81,562
GlcNAc(b1-4)GalNAcOPGro(b1-4)[Gal(a1-6)]Glc(b1-3)GalNAc(b1-6)GlcNAc,O81,562
GlcOPGroA(a1-4)Gal(b1-4)Glc(b1-3)GlcNAc(b1-4)GlcOPGroA,O82,562
GlcOPGroA(a1-4)Gal(b1-4)Glc(b1-3)GlcNAc(b1-4)GlcOPGroA,O82:H8,562
Glc(a1-4)GlcA(b1-6)Gal(b1-4)Gal(b1-4)GlcNAc(b1-6)Glc,O83,562
Gal(b1-4)GlcNAc(b1-6)GlcOMe,O83:K24:H31,562
