glycan_id,glycan,species,immunogenicity,inferred_origin,link
15199,Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,,,Chordata,
15200,GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[D-Fuc(a1-6)]GlcNAc,,,Eukarya,
15201,Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(b1-4)Gal(b1-4)Glc,,,Bacteria,
15202,[Glc(a1-4)Man(a1-6)Glc(a1-6)]Man(a1-6)Man(a1-4)Gal(a1-4)Man,['Lactobacillus_helveticus'],,,
15203,Gal(a1-2)[Gal(a1-2)Gal(a1-6)]Gal(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-4)GlcN,,,Ascomycota,
15204,Glc(b1-4)D-6dAllOMe(b1-4)D-6dAraHexOMe(b1-4)DigOMe,['Marsdenia_hainanensis'],,,
15205,Kdo(a2-4)[LDManHep(a1-3)[Glc(b1-4)]LDManHep(a1-5)]Kdo(a2-6)GlcOPN(b1-6)GlcN,,,Bacteria,
15206,Glc(b1-3)[Glc(b1-6)]Glc(b1-3)Glc,"['Aureobasidium_pullulans', 'Botrytis_cinerea', 'Candida_albicans', 'Macrocybe_gigantea', 'Pleurotus_geestanus', 'Pyricularia_oryzae', 'Sclerotinia_sclerotiorum', 'Termitomyces_microcarpus', 'Tolypocladium_ophioglossoides', 'Trametes_versicolor', 'Volvariella_volvacea']",,,
15207,GalOS(b1-4)GlcNAc(b1-2)[GalOS(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Homo_sapiens'],0,,
15208,GlcOMeA(a1-2)Xyl(b1-4)Xyl(b1-4)Xyl(b1-4)Xyl,['Gossypium_hirsutum'],,,
15209,Gal(b1-4)[Fuc(a1-2)]Gal(b1-3)[GlcNAc(b1-6)]Gal,,,Chordata,
15210,Rha(a1-6)Glc(b1-6)Glc(a1-4)GlcA(b1-6)Man(b1-3)Glc(b1-4)Glc,,,Bacteria,
15211,GlcNAc(b1-2)[Gal(a1-4)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)][GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,
15212,NeuNAcOAc(a2-8)NeuNAc(a2-3)[NeuNAc(a2-8)NeuNAc(a2-3)Gal(b1-3)GalNAc(b1-4)]Gal(b1-4)Glc,,,Bacteria,
15213,GlcNAcOAcOLac(a1-3)QuiNAc(a1-3)GlcNAc(b1-4)GlcNAcOAcOLac,['Yersinia_ruckerii'],1,,
15214,[RhaOAc(a1-4)GalA(a1-2)]RhaOAc(a1-4)Glc(a1-2)Rha(a1-3)GlcNAc(b1-3)RhaOAc,['Cronobacter_sakazakii'],1,,
15215,GalNAc(a1-3)[D-Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(a1-4)[D-Fuc(a1-6)]GlcNAc,,,Chordata,
15216,NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[NeuNAc(a2-6)Gal(b1-4)GalNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Chordata,
15217,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)Man(a1-6)]Man(b1-4)GlcNAc(a1-4)[D-Fuc(b1-6)]GlcNAc,,,Eukarya,
15218,GalNAcOS(b1-4)GlcNAc(b1-2)Man(a1-3)GalNAcOS(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Chordata,N
15219,Gal(b1-3)Glc(b1-3)Rha(a1-4)[Gal(b1-3)]Glc(b1-3)Rha(a1-4)[Gal(b1-3)]Glc(b1-3)Rha(a1-4)[Gal(b1-3)]Glc(b1-3)Rha-ol,['Acidomonas_methanolica'],,,
15220,Glc(a1-1)Fruf(b2-6)Glc(a1-1)Fruf,['Trinickia_caryophylli'],,,
15221,NeuNGc(a2-6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Chordata,
15222,Gal(b1-4)Gal(b1-4)Man,['Cassia_grandis'],,,
15223,[FucNAc(a1-2)]Rha(b1-3)RhaNAc(a1-3)RhaNAc(a1-3)RhaNAc(a1-3)RhaNAc,['Stenotrophomonas_maltophilia'],1,,
15224,GalNAc(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,
15225,Rha(a1-4)Glc(a1-2)LDManHep(a1-3)[Leg(a2-6)Glc(b1-4)]DDManHepOPEtn(a1-5)Kdo,['Aliivibrio_salmonicida'],,,
15226,Rha(a1-3)GalOAcOPyr(a1-3)GalOAc(a1-3)Rha,['Azotobacter_beijerinckii'],,,
15227,Fuc(a1-2)Gal(b1-3)[GalNAc(b1-4)GlcNAc(b1-6)]GalNAc,,,Animalia,
15228,Glc(a1-4)Gal(b1-7)[Fuc(a1-2)]DDManHep(a1-2)LDManHep(b1-3)LDManHepOPEtn(a1-5)Kdo,['Helicobacter_pylori'],,,
15229,Rha(a1-4)[D-Apif(b1-2)]Glc,['Costus_afer'],,,
15230,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0,,N
15231,Fuc(a1-3)GlcNAc(b1-6)[NeuNAc(a2-3)Gal(b1-3)]GalNAc,['Macaca_radiata'],,,O
15232,GalOS(b1-4)[Fuc(a1-2)]Gal(b1-3)GalNAc,['Rana_temporaria'],,,O
15233,Man(a1-4)GlcN(b1-6)GlcN(b1-1)Man,['Bdellovibrio_bacteriovorus'],,,
15234,Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)[Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-6)]GalNAc,,,Chordata,
15235,NeuNAc(a2-3)Gal(b1-3)[GalOS(b1-4)GlcNAcOS(b1-6)]GlcNAc,,,Chordata,
15236,Gal(b1-4)GlcNAc(b1-3)Fuc,,,Eukarya,
15237,Glc(a1-6)Glc(a1-3)Glc,"['Leuconostoc_mesenteroides', 'Streptococcus_salivarius']",,,
15238,[AbeOAc(a1-3)]Rha(b1-2)Man(a1-2)Man(a1-3)[Glc(a1-2)]Gal(b1-4)Rha,"['Citrobacter_werkmanii', 'Salmonella_kentucky']",,,
15239,GalNAc(b1-4)[NeuNAc(a2-3)]Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)[GalOS(b1-4)GlcNAc(b1-4)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0,,
15240,Gal(b1-3)[Glc(b1-3)Gal(a1-4)GlcA(a1-2)]Man(a1-2)Man(a1-3)Gal,['Rahnella_aquatilis'],,,
15241,Glc(a1-2)Galf(b1-6)Gal(a1-6)Glc(b1-3)Galf(b1-3)Glc,['Actinobacillus_pleuropneumoniae'],1,,
15242,Xyl(a1-6)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc,,,Angiosperms,
15243,LDManHep(a1-2)D-4dThrHexA4en(a1-3)[GlcOPEtn(b1-6)][LDManHep(a1-7)]LDManHep(a1-3)[Glc(b1-4)]LDManHep(a1-5)[AraN(b1-8)][Kdo(a2-4)]Kdo(a2-6)GlcN(b1-6)GlcOPN,['Morganella_morganii'],,,
15244,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]Glc,,,Bacteria,
15245,NeuNAc(a2-3)Gal(b1-4)[NeuNAc(a2-3)Gal(b1-4)[Glc(b1-6)]GlcN(b1-3)Gal(b1-4)Glc(b1-6)]GlcNAc(b1-3)Gal,,,Bacteria,
15246,GalNAc(b1-3)Gal(a1-4)Gal(a1-4)Gal(a1-4)Gal(a1-4)Gal(b1-4)Glc,,,Angiosperms,
15247,Ribf(b1-2)Ribf(b1-7)Kdo(a2-2)Ribf,['Escherichia_coli'],,,
15248,Rha(a1-2)Rha(a1-3)[Glc(a1-4)]Rha(a1-3)GlcNAc(a1-2)Rha,['Serratia_marcescens'],,,
15249,Fuc(a1-2)Gal(b1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAcOS(b1-6)]GalNAc,,,Chordata,O
15250,GlcN(b1-4)GlcNAc(b1-4)GlcN(b1-4)GlcN(b1-4)GlcNAc(b1-4)GlcNAc,,,Bacteria,
15251,Glc(b1-4)[Rha(a1-3)][Glc(b1-6)]Glc(a1-3)Rha(b1-4)Glc,['Lactobacillus_sakei'],,,
15252,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0,,N
15253,Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)Man,,,Eukarya,
15254,QuiNAlaAc(b1-4)GalAAla(a1-2)Ribf(b1-4)Gal(b1-3)GlcNAc(b1-2)QuiNAlaAc,['Proteus_penneri'],,,
15255,Xyl(b1-4)[Rha(a1-6)]Glc,['Asparagus_cochinchinensis'],,,
15256,Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc(b1-4)Glc-ol,['Nicotiana_tabacum'],,,
15257,DDManHep(a1-2)D-4dThrHexA4en(a1-3)[LDManHep(a1-7)]LDManHep(a1-3)[Glc(b1-4)]LDManHep(a1-5)[Kdo(a2-4)]Kdo(a2-6)GlcOPN(b1-6)GlcOPN,['Erwinia_amylovora'],,,
15258,Glc(a1-3)Glc(a1-3)Glc(a1-4)Glc(a1-3)Glc,"['Ramalina_dendriscoides', 'Ramalina_fraxinea', 'Ramalina_gracilis', 'Ramalina_peruviana']",,,
15259,Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcOPCho(b1-4)[LDManHepOPEtn(a1-3)]LDManHep(a1-5)Kdo,['Histophilus_somni'],,,
15260,Man(a1-3)[Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAcN,['Phaseolus_vulgaris'],,,
15261,GalA(a1-4)GalA(a1-2)[Gal(b1-4)GalOMe(b1-4)]Rha(a1-4)GalA(a1-2)Rha,['Ulmus_glabra'],,,
15262,Kdo(a2-4)[Rha(a1-3)GlcNAc(b1-3)[GlcNAc(b1-4)]GalNAc(a1-5)]Kdo,,,Bacteria,
15263,NeuNGc(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[Kdn(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,
15264,Glc(b1-4)Glc(b1-4)Glc(b1-4)Glc(b1-4)Glc(b1-4)Glc(b1-4)Glc(b1-4)Glc(b1-4)Glc,['Haloferax_volcanii'],,,N
15265,QuiNAc(b1-2)[Rha(a1-3)]Man(a1-4)Gal(b1-3)GlcNAc(a1-3)QuiNAc,['Escherichia_coli'],,,
15266,GlcOSA(b1-3)Gal(b1-3)Gal(b1-4)Xyl,['Homo_sapiens'],0,,O
15267,"Glc(a1-4)GalNAc(a1-2)DDManHep(a1-6)2,5-Anhydro-Man",['Proteus_penneri'],,,
15268,Rha(a1-2)Rha(a1-2)Gal(a1-3)GlcNAc(b1-2)Rha,['Escherichia_coli'],,,
15269,Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][Xylf(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,,,Asparagaceae,
15270,GlcNAc(b1-3)[Fuc(a1-3)Fuc(a1-4)Kdn(a2-6)]GalNAc,,,Eukarya,
15271,"GlcNAc(a1-4)GlcA(b1-4)GlcNS(a1-4)GlcA(b1-4)GlcNAc(a1-4)GlcA(b1-4)GlcNAc(a1-4)GlcA(b1-4)2,5-Anhydro-Man",,,Bacteria,
15272,DigOMe(b1-4)Dig(b1-4)Oli(b1-4)Dig,,,Angiosperms,
15273,Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-4)GlcA(b1-4)GalA(a1-3)Glc(b1-6)[3dLyxHepUlosaric(a2-3)GalA(a1-3)Glc(b1-4)]Glc(a1-5)[GalA(a1-7)Kdo(a2-4)]Kdo,['Agrobacterium_rubi'],,,
15274,NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Chordata,
15275,Gal(b1-3)[Fuc(a1-4)]GlcN(b1-3)Gal(b1-4)Glc,,,Bacteria,
15276,GlcOSOEt(b1-4)IdoOSOEtA(a1-3)GlcOS(b1-4)IdoOSOEtA(a1-3)GlcOS(b1-4)IdoOSOEtA,,,Bacteria,
15277,Gal(b1-7)[Glc(a1-4)Gal(b1-4)]LDManHep(a1-5)KdoOP,['Pseudoalteromonas_issachenkonii '],,,
15278,GlcAThrAc(b1-6)Gal(b1-6)Glc(b1-3)GalNAcOAc(b1-4)GlcAThrAc,['Escherichia_coli'],,,
15279,Kdo(a2-6)GlcN(a1-4)GlcN(a1-4)GalA(a1-3)[GalA(b1-7)LDManHep(a1-7)]LDManHep(a1-3)[Glc(b1-4)]LDManHep(a1-5)[Kdo(a2-4)]Kdo,['Klebsiella_pneumoniae'],,,
15280,Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc,['Homo_sapiens'],0,,O
15281,Glc(a1-2)[Glc(a1-2)[Glc(a1-3)]Glc(a1-3)]Glc,,,Bacteria,
15282,NeuNAc(a2-3)Gal(b1-3)[GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)]GalNAc,,,Chordata,
15283,GalNAc(a1-3)[D-Rha(a1-2)]D-Rha(b1-4)Glc(b1-6)Galf(b1-6)GalNAc(b1-3)GalOP(a1-6)GalNAc,"['Streptococcus_gordonii', 'Streptococcus_oralis']",,,
15284,Glc(a1-4)GalA(a1-3)a-Tri-ol,,,Bacteria,
15285,Fuc(a1-2)Gal(b1-3)[GalNAc(a1-3)Gal(b1-4)GlcNAc(b1-6)]GalNAc,,,Chordata,
15286,Gal(a1-3)[GlcNAc(a1-6)]GalNAc,,,Bacteria,
15287,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-6)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Chordata,
15288,Man(b1-4)GlcA(b1-2)Man(a1-3)[Glc(b1-4)]Glc,,,Bacteria,
15289,NeuNGc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuNGc(a2-3)Gal(b1-4)GlcNAc(b1-2)[Kdn(a2-6)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,
15290,Fruf(b2-6)Fruf(b2-6)Glc,['Verticillium_dahliae'],,,
15291,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,
15292,Gal(b1-3)[Man(a1-4)]GalA(a1-2)Man(a1-3)Gal,['Escherichia_coli'],,,
15293,Glc(b1-3)[Gal(b1-4)GlcNAc(a1-2)Glc(b1-4)][Gal(a1-4)Gal(b1-4)Glc(a1-2)Glc(b1-6)]Glc(a1-5)Kdo,,,Bacteria,
15294,Fruf(b1-2)Fruf(b2-6)Fruf(b1-2)Glc,['Bromus_tectorum'],,,
15295,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Animalia,
15296,Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(a1-4)GlcNAc(b1-4)GlcNAc,,,Eukarya,
15297,Glc(a1-6)Glc(a1-3)Glc(a1-6)Glc(a1-6)Glc,"['Lactobacillus_reuteri', 'Weissella_confusa']",,,
15298,D-AraN(a1-8)Ko(a2-4)[Rha(a1-2)[LDManHep(a1-7)]LDManHep(a1-3)[Glc(b1-4)]LDManHep(a1-5)]Kdo,,,Bacteria,
15299,Ara(a1-4)[Glc(b1-3)]Xyl,['Anagallis_arvensis'],,,
15300,GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][GlcOSA(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,
15301,GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man,,,Eukarya,
15302,Gal(b1-6)Gal(a1-6)Glc,,,Bacteria,
15303,[Xluf(b2-2)]D-Rha(a1-3)D-Rha,['Yersinia_enterocolitica'],,,
15304,Glc(a1-3)Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-3)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,"['Phaseolus_vulgaris', 'Rattus_norvegicus']",,,
15305,Glc(b1-3)[Glc(b1-3)[Glc(b1-6)]Glc(b1-6)]Glc(b1-6)Glc(b1-6)Glc,,,Basidiomycota,
15306,Glc(b1-4)[Glc(b1-2)[Gal(b1-4)]Glc(b1-6)]Glc(a1-4)Gal,,,Bacteria,
15307,Rha(a1-3)Rha(a1-3)Man(b1-4)Rha,['Rahnella_aquatilis'],1,,
15308,Gal(b1-2)Xyl(a1-6)Glc(b1-4)[Araf(a1-2)Xyl(a1-6)]Glc(b1-4)Glc(b1-4)Glc,,,Angiosperms,
15309,GlcNAc(a1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)[GlcNAcOS(b1-6)]GalNAc,['Xenopus_laevis'],,,
15310,NeuNAc(a2-8)NeuNAc(a2-3)[Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GalNAc(b1-4)]Gal(b1-4)Glc,,,Bacteria,
15311,GalOAc(a1-4)GalOAc(b1-4)GlcOAc,,,Dicotyledons,
15312,Glc(a1-4)ManNAcA(b1-4)GlcNAc(b1-6)Glc,['Bacillus_subtilis'],,,
15313,Ribf(b1-4)EryHex2en,,,,
15314,Gal(b1-4)DDManHep(a1-6)Glc(b1-4)LDManHep(a1-5)KdoOPPEtn,['Haemophilus_influenzae'],,,
15315,Man(a1-3)Man(a1-3)Glc(b1-4)[GalOPA(a1-3)]Man(a1-5)[GalOPA(a1-4)]Kdo(a2-6)GlcOPN(b1-6)GlcOPN,['Xanthomonas_oryzae'],,,
15316,Rha(a1-2)[GlcNAc(b1-3)]Rha(a1-2)[GlcNAc(b1-3)]Rha,,,Bacteria,
15317,GlcNSOS(a1-4)GlcA(b1-4)GlcOSN(a1-4)XylOS(b1-4)GlcNSOS,,,Bacteria,
15318,Gal(a1-4)Gal(b1-4)GlcNAc(b1-2)[Gal(a1-4)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)[Gal(a1-4)Gal(b1-4)GlcNAc(b1-4)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Columbia_livia'],,,N
15319,Gal(a1-3)[Gal(a1-6)]Glc(a1-3)[LDManHep(a1-7)]LDManHep(a1-3)LDManHep,,,Bacteria,
15320,GlcNAc(b1-4)GlcA(b1-2)Man(a1-3)Thr,,,Bacteria,
15321,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)Glc,,,Chordata,
15322,Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man,"['Fusarium_graminearum', 'Fusarium_sp']",,,
15323,Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Mammalia,
15324,GalNAc(b1-4)Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc,,,Bacteria,
15325,Man(b1-2)Man(b1-2)Man(b1-2)Man(b1-2)Man(b1-2)Man(b1-2)Man(b1-2)Man,['Candida_albicans'],,,
15326,Rha(a1-4)FucNAcA(a1-3)QuiNAc(a1-2)Rha,['Flavobacterium_psychrophilum'],1,,
15327,D-Fuc(a1-2)Gal(b1-3)[GlcNAc(b1-6)][D-Fuc(a1-2)]Gal(b1-3)[NeuNAc(a2-6)]GalNAc,,,Chordata,
15328,[Glc(b1-3)Glc(b1-6)]Glc(b1-3)Glc(b1-3)Glc(b1-3)Glc,['Phytophthora_parasitica'],,,
15329,Rha(a1-3)Rha(a1-2)LDManHep(a1-3)Rha,['Burkholderia_cepacia'],1,,
15330,Glc(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Chordata,
15331,Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-6)]Gal(b1-3)GlcNAc(b1-3)Gal(b1-3)GalNAc,,,Chordata,
15332,GalOS(b1-6)Man(a1-2)Glc,['Halobacterium_salinarum '],,,
15333,GlcN(b1-2)[GlcNAc(b1-6)]Man,,,none,
15334,Glc(a1-4)Glc(a1-4)[Glc(a1-4)Glc(a1-4)Glc(a1-6)]Glc,,,Bacteria,
15335,NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-3)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-4)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Chordata,
15336,Gal(a1-2)[GalOMe(a1-3)]Gal(b1-4)Glc,,,Bacteria,
15337,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-3)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-6)]GalNAc,,,Chordata,
15338,Rha(a1-3)Xyl(b1-4)Rha(a1-2)D-FucOBut,['Solidago_virgaurea'],,,
15339,KdoOPEtn(a2-4)Kdo(a2-6)GlcOPN(b1-6)GlcOPN,['Escherichia_coli'],,,
15340,Galf(b1-3)Gal(b1-4)Glc(b1-4)DDManHepOPEtn(a1-5)KdoOP(a2-6)GlcOPN(b1-6)GlcOPN,['Shewanella_putrefaciens'],,,
15341,Gal(b1-4)GalNAcOPGro(b1-4)[Glc(a1-2)][Gal(a1-6)]Glc(b1-3)GalNAc(b1-6)Gal,"['Citrobacter_freundii', 'Citrobacter_youngae']",,,
15342,Gal(a1-3)Gal(b1-4)GlcNAc(b1-3)Gal,,,Bacteria,
15343,Ara(b1-4)Xyl(b1-4)Glc(b1-4)GlcA,,,Bacteria,
15344,LDManHep(a1-2)DDManHep(a1-2)L-4dThrHexA4en(b1-3)[LDManHep(a1-7)]LDManHepOPEtn(a1-3)[Glc(b1-4)]LDManHep(a1-5)[AraN(b1-8)][Kdo(a2-4)]Kdo(a2-6)GlcN(b1-6)GlcOPN,['Proteus_penneri'],,,
15345,[GlcOP(a1-6)Man(a1-2)]Man(a1-6)[Man(b1-2)[GlcNAcOP(a1-6)]Man(a1-2)]Man(a1-6)[Man(a1-2)Man(b1-2)Man(b1-2)[GlcOP(a1-6)]Man(a1-2)]Man(a1-6)Man,['Komagataella_pastoris'],,,
15346,GlcNAc(a1-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,
15347,NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)[Gal(a1-4)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Gal(a1-4)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Chordata,
15348,Fuc(a1-4)GlcNAc(b1-6)[GlcNAc(b1-3)Gal(b1-3)]GalNAc,['Homo_sapiens'],0,,O
15349,[Glc(b1-3)Glc(b1-3)Glc(b1-6)]Glc(b1-3)Glc(b1-3)Glc(b1-3)Glc,['Phytophthora_parasitica'],,,
15350,GlcA(b1-3)Gal(b1-3)[Gal(b1-3)GalNAc(a1-4)Gal(b1-4)][Fuc(a1-2)]Gal(b1-3)GalNAc,,,Chordata,
15351,Glc(a1-3)[Glc(a1-6)Glc(a1-6)]Glc(a1-6)Glc(a1-4)Glc,,,Bacteria,
15352,NeuNGc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man,['Bos_taurus'],,,O
15353,Kdo(a2-4)[GlcNAc(b1-3)[DDManHep(a1-7)LDManHep(a1-7)]LDManHep(a1-3)[Glc(b1-4)]LDManHep(a1-5)]Kdo,,,Bacteria,
15354,Gal(b1-4)[Fuc(a1-3)]Glc(b1-3)b-Tri-ol,,,Bacteria,
