glycan_id,glycan,species,immunogenicity,inferred_origin,link
3557,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Fuc(a1-3)GlcNAc(b1-4)]Man(a1-3)[Fuc(a1-3)GlcNAc(b1-2)[Fuc(a1-3)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,
3558,NeuNAc(a2-6)Gal(b1-6)Gal(b1-3)GlcNAc,,,Chordata,
3559,[Glc(a1-6)]Gal(b1-3)Gal(b1-3)Gal(b1-3)Gal(b1-3)Gal,['Pleurotus_eryngii'],,,
3560,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Animalia,
3561,GalOS(b1-4)GlcNAc(b1-2)Man(a1-3)GalOS(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,N
3562,Glc(b1-2)Rha(a1-6)Glc,['Gynostemma_pentaphyllum'],,,
3563,Glc(a1-6)Glc(a1-4)[Glc(a1-6)]Glc,,,Bacteria,
3564,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Chordata,
3565,Glc(b1-4)Glc(b1-4)Glc(b1-4)Glc(b1-4)Glc(b1-4)GlcN,,,none,
3566,D-6dTalOAc(a1-2)D-6dTal(a1-2)D-6dTal(a1-3)D-6dTalOAc,['Burkholderia_plantarii'],,,
3567,Glc(b1-2)[Glc(b1-3)]GlcOMe,['Pediococcus_damnosus'],,,
3568,[Tyv(a1-3)]Man(a1-4)Rha(a1-3)[Glc(a1-6)]Gal(a1-2)Man,"['Salmonella_enteritidis', 'Salmonella_typhi']",,,
3569,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)Glc,,,Eukarya,
3570,D-RhaNAc(a1-3)Fuc(a1-4)Glc(b1-3)GalNAc(a1-3)D-RhaNAc,['Escherichia_coli'],,,
3571,Man(a1-2)Man(a1-2)[Man(a1-3)Man(a1-2)Man(a1-6)]Man(a1-3)[Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Ascomycota,
3572,Neu(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Chordata,
3573,Man(b1-2)Man(b1-2)Man(a1-3)[Man(a1-6)]Man(a1-2)Man(a1-3)[Man(a1-6)]Man(a1-2)Man(a1-2)Man,,,Ascomycota,
3574,ManNAcAAla(b1-4)GlcNAcA(b1-4)ManNAcAAla,['Pseudoalteromonas_sp'],1,,
3575,Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GalNAc,['Homo_sapiens'],0,,O
3576,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Glc(a1-3)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Glc(a1-6)]Man(b1-4)GlcNAc,,,Chordata,
3577,Man(a1-3)[Man(a1-3)Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Angiosperms,
3578,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-4)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Chordata,
3579,Man(b1-4)Glc(b1-4)Glc-ol,['Rhodococcus_hoagii'],,,
3580,Man(a1-2)Man(a1-2)[Gal(b1-4)]Man,"['Leishmania_donovani', 'Leishmania_major', 'Leishmania_mexicana']",,,
3581,NeuNGc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuNGc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,"['Bos_taurus', 'Mus_musculus', 'Sus_scrofa']",,,N
3582,Gal(b1-3)Gal(b1-3)Glc,,,Bacteria,
3583,NeuNAc(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)[Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc,,,Chordata,
3584,GlcNAc(b1-3)GlcNAc(b1-3)Fuc(a1-3)GlcNAc(b1-3)GlcNAc,['Escherichia_albertii'],,,
3585,Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)]Gal(b1-4)Glc,['Homo_sapiens'],0,,free
3586,Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)Gal,,,Animalia,
3587,Rha(a1-6)Glc(b1-6)Glc(a1-4)GlcA(b1-6)Man(b1-3)Glc(b1-4)GlcOP,['Komagataeibacter_xylinus'],,,
3588,GlcNAc(b1-3)[Fuc(a1-2)]Gal,,,none,
3589,Man(a1-2)Man(a1-6)Man(a1-4)GlcNAc,,,Ascomycota,
3590,D-Rha(a1-3)D-Rha(a1-3)D-Rha(a1-2)D-Rha(a1-2)D-Rha(a1-2)D-Rha,['Azospirillum_lipoferum'],,,
3591,Glc(b1-4)Gal(b1-2)[Xyl(b1-3)]Glc(b1-4)Gal,['Capsicum_annuum'],,,
3592,Man(a1-2)ManOPEtn(a1-4)GlcNAc,,,Bacteria,
3593,[Glc(a1-4)Glc(a1-6)]4)Glc(a1-4)Glc(a1-4)Glc(a1-4)[Glc(a1-4)Glc(a1-6)]Glc(a1-4)Glc(a1-4)Glc,,,Bacteria,
3594,GalNAc(b1-4)Gal(b1-3)GalNAc(a1-2)Thre-ol,['Providencia_alcalifaciens'],,,
3595,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Chordata,
3596,GlcA(b1-3)[Glc(b1-6)]Gal(b1-3)Gal(a1-6)Gal(b1-3)Gal,,,Bacteria,
3597,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Chordata,
3598,QuiNAc(b1-3)GalNAc(b1-4)Glc(b1-4)[Gal(b1-2)LDManHep(a1-3)][GlcA(b1-2)]LDManHep(a1-5)KdoOP(a2-6)GlcNAc(b1-6)GlcNAc,['Vibrio_parahaemolyticus'],,,
3599,Gal(a1-3)[Fuc(a1-4)]GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][Xylf(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,,,Asparagaceae,
3600,Gal(a1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-6)[Gal(a1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)]GalNAc,['Bufo_bufo'],,,O
3601,Gal(a1-3)D-Rha(a1-3)D-Rha(b1-4)GlcOMe,['Atlantibacter_hermannii'],,,
3602,ManNAc(a1-4)GalNAc(b1-3)QuiNAc(a1-4)GalNAcOP(a1-6)ManNAc,['Clostridium_symbiosum'],,,
3603,GalOS(b1-4)GlcNAc(b1-2)[GalOS(b1-4)GlcNAc(b1-4)]Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Homo_sapiens'],0,,
3604,GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,
3605,Gal(a1-6)Gal(a1-6)Gal(a1-6)Gal(a1-6)Glc,['Lantana_camara'],,,
3606,GalNAc(b1-4)GlcNAc(b1-2)[GalNAc(b1-4)GlcNAc(b1-4)]Man(a1-3)Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Chordata,
3607,Glc(a1-1)[Glc(a1-6)]Glc,,,Bacteria,
3608,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-6)]Man(a1-3)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Chordata,
3609,Man(b1-2)Man(b1-4)GlcA(a1-2)Galf(b1-6)[Man(a1-2)]Man,['Fusarium_sp'],,,O
3610,GalNAc(a1-3)[Glc(b1-2)]Man(b1-4)Man(b1-3)GlcNAc(a1-4)GalNAc,['Escherichia_coli'],,,
3611,LDManNonUloOFoNN-onic(a2-3)D-FucNAc(b1-4)Xyl,,,Dicotyledons,
3612,Glc(b1-4)[Man(b1-4)GlcA(b1-3)GlcA(a1-3)]GalA(a1-4)Gal(a1-4)Glc,['Alteromonas_macleodii'],,,
3613,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-4)[GlcNAc(a1-2)LDManHep(a1-3)]LDManHep(a1-5)Kdo,['Neisseria_meningitidis'],,,
3614,GalfOAc(b1-6)Gal(b1-3)GalNAcOAcOP(a1-6)Gal(a1-3)Rha(b1-4)Glc(b1-3)GalfOAc,['Streptococcus_oralis'],,,
3615,Gal(a1-3)[Gal(a1-6)]Gal,,,Angiosperms,
3616,Gal(a1-2)Gal(a1-2)[Glc(b1-3)]Glc(a1-3)[LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)]Kdo(a2-6)GlcOPN(b1-6)GlcOPN,['Escherichia_coli'],,,
3617,GlcNAc(b1-4)[GalAThr(a1-3)]GalNAc(b1-3)Gal,['Edwardsiella_tarda'],,,
3618,GalNAc(a1-3)[NeuNAc(a2-6)]GalNAc,"['Bos_taurus', 'Homo_sapiens']",0,,O
3619,Rha(a1-3)[GlcNAc(b1-4)]GlcNAc(b1-3)[Kdo(a2-4)]GalNAc(a1-5)Kdo,['Pseudomonas_cichorii'],1,,
3620,Glc(b1-4)GlcOAc(b1-3)[Glc(b1-2)]GlcOFer(a1-2)FrufOBzOFer,['Polygala_senega'],,,
3621,[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-6)]Glc(a1-4)Gal(b1-4)Glc(b1-4)Glc,['Streptococcus_agalactiae'],,,
3622,[GlcNAc(b1-4)]Rha(a1-3)Rha(a1-2)Rha(a1-2)Rha(a1-3)Rha,['Pseudomonas_syringae'],,,
3623,Glc(a1-2)Glc(b1-6)[Glc(b1-3)][Glc(b1-4)]Glc(a1-5)Kdo,['Moraxella_catarrhalis'],,,
3624,Man(a1-2)ManOP(a1-2)Man(a1-3)[Man(a1-3)[Man(a1-2)ManOP(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Ascomycota,
3625,GlcNAc(b1-2)Man(a1-3)[Man(a1-6)][Xylf(b1-2)]Man(b1-4)GlcNAc(b1-4)ManNAc,,,Angiosperms,
3626,Man(b1-2)Man(a1-2)ManOMe,['Escherichia_coli'],,,
3627,GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Monjiviricetes,
3628,Kdn(a2-3)Gal(b1-4)GlcNAc(b1-2)[Kdn(a2-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Kdn(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,
3629,Glc(b1-3)[Gal(a1-4)Gal(b1-4)Glc(a1-2)Glc(b1-4)][Gal(a1-4)Gal(b1-4)Glc(a1-2)Glc(b1-6)]Glc(a1-5)Kdo,,,Bacteria,
3630,NeuNAc(a2-6)Gal(b1-4)GlcNAcOS(b1-6)Gal(b1-3)[NeuNAc(a2-6)]GalNAc,,,Chordata,
3631,GlcNAcOP(b1-2)L-GulHep(a1-2)D-ThrPen(b1-3)L-GulHep,,,Bacteria,
3632,GalNAc(b1-4)Gal(b1-4)GlcNAc(b1-2)[GalNAc(b1-4)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GalNAc(b1-4)Gal(b1-4)GlcNAc(b1-2)[GalNAc(b1-4)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Chordata,
3633,Gal(a1-4)Gal(b1-4)GlcNAc(b1-2)[Gal(a1-4)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(a1-4)Gal(b1-4)GlcNAc(b1-6)[GlcNAc(b1-2)]Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Columbia_livia'],,,N
3634,GlcA(b1-6)Glc(b1-4)Glc,,,Fungi,
3635,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,,,Chordata,
3636,GalNAc(b1-6)GalNAc(b1-6)GalNAc(b1-6)GalNAc,,,Bacteria,
3637,Gal(a1-4)Gal(a1-4)Gal(a1-4)Gal(a1-4)Gal,,,Angiosperms,
3638,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,
3639,NeuNAc(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)[NeuNAc(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Gal,,,Chordata,
3640,GlcNAc(a1-4)GlcOSA(b1-4)GlcNAcOS(a1-4)GlcA,,,Bacteria,
3641,Glc(b1-4)GlcA(a1-3)b-Tri-ol,,,Bacteria,
3642,GlcNAc(a1-4)GlcNAc(a1-4)Kdo,,,Bacteria,
3643,Gal(a1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)[NeuNGc(a2-6)]GalNAc,['Bufo_bufo'],,,O
3644,L-Man(a1-2)Xyl(b1-2)GlcA,,,Angiosperms,
3645,L-ThrHexOSA4en(a1-4)GlcNSOS(a1-4)D-IdoA(b1-4)GlcNAcOS(a1-4)GlcA(b1-3)Gal(b1-3)Gal(b1-4)Xyl,,,Animalia,
3646,GlcNAc(b1-2)[FucOAc(a1-3)]Rha(a1-2)Rha(a1-2)Glc(a1-3)GlcNAc,['Pectobacterium_atrosepticum'],,,
3647,GlcN(a1-4)GalA(a1-3)[GlcN(a1-4)GalA(a1-7)LDManHep(a1-7)]LDManHep(a1-3)[Gal(b1-4)]LDManHep(a1-5)[Ko(a2-4)]Kdo,['Plesiomonas_shigelloides'],,,
3648,Glc(b1-4)GlcA(b1-3)GalOSA(a1-4)Gal,,,Bacteria,
3649,[Rha(a1-3)]Rha(a1-2)[Rha(a1-3)]Rha(a1-3)Rha(b1-2)Rha,['Xanthomonas_campestris'],1,,
3650,D-FucNAc(a1-4)[Glc(a1-6)]GalNAc(a1-3)[GlcNAc(b1-2)]Man(b1-4)Glc(b1-3)D-FucNAc,['Citrobacter_gillenii'],,,
3651,NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Chordata,
3652,Gal(a1-2)Ribf(b1-4)Gal(a1-2)Ribf,,,Bacteria,
3653,L-ThrHexOSA4en(a1-4)GlcNS(a1-4)IdoOSA(a1-4)GlcNSOS,,,Bacteria,
3654,Xyl(a1-6)Glc(b1-4)[Gal(b1-2)Xyl(a1-6)]Glc(b1-4)[Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc,['Tamarindus_indica'],,,
3655,Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,,,Bacteria,
3656,Man(a1-3)Man(b1-4)GlcNAc,"['Felis_catus', 'Mus_musculus']",,,N
3657,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)[Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[D-Fuc(a1-3)]GlcNAc(b1-6)]Gal(b1-4)Glc,,,Chordata,
3658,Rha(a1-4)[Fuc(b1-3)]Rha,,,Bacteria,
3659,Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)]Man(a1-6)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Naja_kaouthia'],,,N
3660,Kdo(a2-8)Kdo(a2-4)Kdo(a2-6)GlcN(a1-1)GlcN,,,Bacteria,
3661,Man(a1-3)Man(a1-3)Man(a1-3)Man(a1-3)GlcGro,['Helicobacter_pylori'],,,
3662,Glc(b1-6)Glc(b1-3)[Rha(a1-2)]Gal,['Solanum_laciniatum'],,,
3663,GalNAc(b1-4)GlcA(b1-3)GalNAc(b1-4)GlcA(b1-3)Gal(b1-3)Gal(b1-4)Xyl,,,Animalia,
3664,D-6dAraHexNAc(b1-3)Qui(b1-4)[Glc(b1-2)][D-6dAraHexNAc(b1-3)]Qui,['Kutzneria_viridogrisea'],,,
3665,Galf(b1-3)GlcNAc(b1-5)Galf(b1-3)GlcNAc(b1-5)Galf(b1-3)Gal(a1-3)Galf(b1-3)Gal,['Escherichia_coli'],,,
3666,Kdo(a2-6)GlcN(a1-4)GlcN(a1-4)GalA(a1-3)[GalA(b1-7)LDManHep(a1-7)]LDManHep(a1-3)[GalA(b1-6)Glc(b1-4)]LDManHep(a1-5)[Kdo(a2-4)]Kdo,['Klebsiella_pneumoniae'],,,
3667,Xyl(b1-2)[Rha(a1-6)]Glc,"['Camellia_sinensis', 'Linum_grandiflorum']",,,
3668,Gal(b1-2)LDManHep(a1-2)[Gal(b1-4)Glc(b1-4)Glc(a1-3)]LDManHepOPEtn(a1-3)[Glc(b1-4)]LDManHep(a1-5)KdoOPPEtn,,,Bacteria,
3669,GlcNAc(b1-3)GlcNAc(b1-6)[Gal(b1-3)]GalNAc,"['Rana_sphenocephala', 'Rana_temporaria']",,,O
3670,Man(a1-2)Fuc(a1-2)Glc(b1-3)GlcNAc,['Providencia_rustigianii'],,,
3671,Gal(b1-3)[Fuc(a1-6)]GlcNAc,,,Bacteria,
3672,GlcNAcANAlaFo(b1-4)GlcNAcNAmA(b1-4)L-GalNAcA(a1-3)D-6dXylHexNAc4Ulo(b1-4)GlcNAcANAlaFo,['Vibrio_ordalii'],,,
3673,Kdn(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,,,Bacteria,
3674,Neu(a2-3)[NeuNAc(a2-3)Gal(b1-3)GalNAc(b1-4)]Gal(b1-4)Glc,,,Bacteria,
3675,GlcNAc(a1-2)Galf(a1-2)[Galf(a1-3)]Gal,,,Bacteria,
3676,[GalOAcA(b1-3)]GalNAc(a1-4)GalA(a1-3)GlcNAc(b1-4)GalNAc,['Proteus_vulgaris'],,,
3677,Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-3)[NeuNAc(a2-6)]GlcNAc(b1-4)]Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Chordata,
3678,Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)GlcN(a1-4)GlcN,,,Bacteria,
3679,GalOLac(a1-4)Glc(a1-4)Man(a1-2)GlcA,['Raoultella_terrigena'],,,
3680,GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Chordata,
3681,Fuc(b1-4)Fuc(a1-3)Glc,,,Bacteria,
3682,NeuNAcOS(a2-3)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-6)]GalNAc,,,Chordata,O
3683,Man(b1-2)Man(a1-2)Man(a1-3)Man,"['Escherichia_coli', 'Klebsiella_pneumoniae']",1,,
3684,Glc(b1-4)GlcNOMyr(b1-6)GlcOMeNOMyr,['Rhodomicrobium_vannielii'],,,
3685,GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-3)GlcNAc(b1-6)]Gal(b1-3)GalNAc,,,Chordata,
3686,Gal(b1-4)Glc(b1-2)LDManHep(a1-2)LDManHepOPEtn(a1-3)[GlcOP(b1-4)]LDManHep(a1-5)KdoOPPEtn,,,Bacteria,
3687,NeuNAc(a2-3)[GalNAc(b1-4)]Gal(b1-3)[NeuNAc(a2-6)]GlcNAc(b1-3)Gal,,,Chordata,
3688,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-6)]Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,
3689,"GlcA(b1-4)GlcNAc(a1-4)GlcA(b1-4)GlcNAc(a1-4)GlcA(b1-4)GlcNS(a1-4)GlcA(b1-4)2,5-Anhydro-Man",,,Bacteria,
3690,Man(b1-4)Man(b1-2)Man(b1-4)Glc,,,Eukarya,
3691,Fuc(a1-2)Gal(b1-3)[GlcNAc(b1-3)[Fuc(a1-4)]GlcNAc(b1-6)]GalNAc,['Bombina_variegata'],,,O
3692,Fuc(a1-2)Gal(b1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,,,Chordata,
3693,Man(a1-3)Gal(b1-3)b-Tri-ol,,,Bacteria,
3694,Man(a1-2)Man(a1-2)[Glc(a1-4)]Man(b1-3)FucNAc(a1-6)Man,,1,Bacteria,
3695,NeuNGc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Fuc(a1-3)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,
3696,Man(b1-3)GalfOAc(b1-3)Man,['Burkholderia_cepacia'],,,
3697,Gal(b1-4)Glc(a1-6)GlcOAcOPGro(a1-4)Gal(a1-3)Gal,['Streptococcus_pneumoniae'],,,
3698,D-Ara(a1-2)Gal(b1-3)GalOP(b1-4)Man,,,Eukarya,
3699,NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,
3700,NeuNAc(a2-3)GalNAc(b1-3)Gal(b1-4)Glc,,,Bacteria,
3701,GlcA(b1-4)GlcA(b1-3)GalOSA(a1-4)Gal,['Alteromonas_infernus'],,,
3702,NeuNAc(a2-3)Gal(b1-3)[NeuNAc(a2-6)]GlcNAc(b1-2)Man(a1-3)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,"['Bos_taurus', 'Rattus_norvegicus']",,,N
3703,Glc(b1-6)[GlcOPGro(a1-4)]Gal(a1-3)Gal(b1-4)Glc,['Streptococcus_pneumoniae'],,,
3704,Man(a1-2)Man(a1-6)Glc,,,Ascomycota,
3705,GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GalNAc,,,Eukarya,
3706,GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[D-Fuc(a1-3)]GlcNAc,,,Angiosperms,
3707,Glc(b1-4)Glc(b1-4)Glc(b1-4)Man,"['Asparagus_officinalis', 'Crotalaria_juncea']",,,
3708,GlcOMeA(a1-2)[GlcOMeA(a1-2)Xyl(b1-4)]Xyl,,,Angiosperms,
3709,NeuNAc(a2-3)[Gal(b1-4)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuNAc(a2-3)[Gal(b1-4)]Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Chordata,
3710,GlcNAc(b1-4)GalNAcOPGro(b1-4)[Gal(a1-6)]Glc(b1-3)GalNAc,['Escherichia_coli'],,,
3711,RhaOAc(b1-4)Rha(a1-3)[GlcNAc(b1-2)]Fuc(a1-3)RhaOAc,['Pseudomonas_fluorescens'],1,,
3712,GalAAlaLys(a1-3)GalNAc(b1-4)GlcA(b1-3)GalNAc(b1-2)GalAAlaLys,,1,Bacteria,
3713,FucOAc(a1-2)Gal(b1-3)GalNAc(a1-3)GalNAc(b1-4)FucOAc,['Escherichia_coli'],,,
3714,GlcOAc(b1-4)[D-Apif(b1-3)Xyl(b1-2)]Glc,,,Angiosperms,
3715,Kdo(a2-4)[Glc(b1-2)[D-ThrHexA4en(a1-3)][D-ThrHexA4en(a1-7)LDManHep(a1-7)]LDManHep(a1-3)[Gal(b1-4)]LDManHep(a1-5)]Kdo(a2-6)GlcOPN(b1-6)GlcN,,,Bacteria,
3716,GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)]Man,,,Columbiformes,
3717,NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-3)[NeuNAc(a2-6)]GlcNAc(b1-4)]Man(a1-3)[NeuNAc(a2-3)Gal(b1-3)[NeuNAc(a2-6)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GalNAc(b1-4)GlcNAc,,,Chordata,
